channel_title,views
C-SPAN,214286.00
Desi Perkins,444836.00
Nerdwriter1,250678.00
Alissa Ashley,559864.00
AsapSCIENCE,290201.00
Sailor J,60601.00
Late Night with Seth Meyers,148963.00
E! Entertainment,295226.00
MLive,133495.00
Christine Sydelko,455870.00
NBA on TNT,862838.00
BBC News,322436.00
Dave Lee,142613.00
BeckVEVO,233469.00
Gus Johnson,155880.00
Watch What Happens Live with Andy Cohen,48472.00
Nicol Concilio,291574.00
DamonAndJo,126681.00
TMZ,109462.00
The Scran Line,31444.00
TheEllenShow,318801.00
Casey Holmes,217952.00
SciShow,187092.00
Rosanna Pansino,860192.00
William Osman,339352.00
KIND Snacks,48811.00
Smosh,1566164.00
Team Edge,926352.00
FC Barcelona,199610.00
1theK (원더케이),1063552.00
Highlight Heaven,2096964.00
TED-Ed,154748.00
Inside Edition,152272.00
Laura in the Kitchen,42269.00
NBA Stats All Seasons,122049.00
gamelovercommercials,21629.00
How To Cake It,540142.00
Slednecks,4442.00
CBC News,535932.00
ViralHog,187679.00
East Idaho News,17957.00
Ellie and Jared,161536.00
Life Noggin,1114832.00
emmymadeinjapan,174780.00
Good Mythical Morning,781286.00
Man About Cake,138332.00
Sara Dietschy,39036.00
MLG Highlights,160407.00
TraceyThornVEVO,9395.00
danisnotinteresting,168637.00
ConnorFranta,111934.00
BleachersVEVO,95112.00
First We Feast,309109.00
TheCubician,310152.00
TheSorryGirls,98387.00
WIRED,94432.00
Vox,629016.00
New Orleans Saints on NOLA.com,549963.00
Cat Man Chris,23911.00
Washington Post,10130.00
Saturday Night Live,4005924.00
Redline Reviews,96774.00
See You Yang,214064.00
euronews (in English),1160903.00
Focus Features,7105.00
Cut,195165.00
RM Videos,307160.00
National Geographic,22732.00
Tom Scott,263726.00
Hulu,5391796.00
BBC Earth,563807.00
WHAT'S INSIDE? FAMILY,85994.00
MrBeast,3294424.00
CBS Sunday Morning,607053.00
Graham The Christian,1984089.00
Refinery29,12963.00
Guardian News,439080.00
SMTOWN,209871.00
The Ohana Adventure,71427.00
Business InsiderAu,11736.00
COVERGIRL,8463.00
Daniel Howell,1757966.00
Disney Movie Trailers,14197.00
Tasty,589610.00
Max Hertan,7924.00
ESPN,107113.00
Joan Kim,63323.00
BaconLegs,257514.00
TRYANGLE FILMS,8669309.00
Hannah Meloche,80145.00
Viva La Dirt League,57112.00
Roadshow,53092.00
Kortney Steury,364336.00
Ford Motor Company,83525.00
Abroad in Japan,110776.00
Let Me Explain Studios,1734334.00
Kandee Johnson,709095.00
NBC News,27913.00
BrasherN,2851205.00
AutoGuide.com,55574.00
CNN,622062.00
Vet Ranch,421318.00
Marques Brownlee,1249369.00
Paramount Network,4167.00
HellthyJunkFood,344669.00
iJustine,286519.00
FacelesswithEyesOpen,2896.00
iDB,3939.00
Jaclyn Hill,1051082.00
CrossKut316,113672.00
Must Love Science,5775.00
The King of Random,846651.00
Dua Lipa,24609441.00
Tentmaker Pictures,2511.00
Marvel Entertainment,1600899.00
Simply Nailogical,1649734.00
The Official Pokémon YouTube Channel,1586238.00
The Daily Show with Trevor Noah,4089878.00
tonyvera1902,582548.00
Today I Found Out,1480442.00
Lucas,371024.00
carrieunderwoodVEVO,1632855.00
Berd,213433.00
Gondwana Collection Namibia,213584.00
Brave Wilderness,1604697.00
Tia Mowry's Quick Fix,1082634.00
Patrick Nan,1667408.00
Stefany Gonzalez,11812.00
itsAlexClark,74582.00
Cody'sLab,510268.00
CrazyRussianHacker,2305543.00
Cultaholic,182783.00
Joey Graceffa,578611.00
Kayley Melissa,47313.00
Dani Ochoa,6450575.00
CNNMoney,218907.00
CamilaCabelloVEVO,3742064.00
KTVU,620118.00
Kelly Eden,34232.00
Red Bull,115141.00
3D Printing Nerd,51981.00
Safiya Nygaard,3607347.00
AnselElgortVEVO,2034980.00
Rachelleea,24611.00
Matt and Kim,203710.00
DKDKTV,6883.00
I.T. Channel,319454.00
GamingWithJen,921689.00
Glam&Gore,330659.00
Movieclips Trailers,355961.00
The Modern Rogue,176548.00
Netflix Asia,814925.00
Na So We See Am,2139.00
HBO,84443.00
TechRax,957937.00
Camila Cabello,425943.00
Hayley Kiyoko,2502652.00
TroyeSivanVEVO,8335017.00
IncubusVEVO,245625.00
Diplo,2504920.00
austinmcconnell,379054.00
Keke Palmer,55622.00
The Slow Mo Guys,3068037.00
justintimberlakeVEVO,2314738.00
Dale Dai,1392244.00
Liza Koshy,2780977.00
TinasheOfficialVEVO,238948.00
First We Feast,627027.00
Paramount Network,168245.00
theCHIVE,158013.00
Mike Austin,4811863.00
Nintendo,5817295.00
FrenchMontanaVEVO,607810.00
TheEllenShow,1107374.00
FaZe Rug,1513869.00
JennaMarbles,2044173.00
CBS This Morning,75631.00
The Late Show with Stephen Colbert,828023.00
Warner Bros. UK,159782.00
Watch What Happens Live with Andy Cohen,78535.00
ChainsmokersVEVO,3391363.00
Bon Appétit,139233.00
Doug DeMuro,410280.00
Lisa Eldridge,135983.00
Maroon5VEVO,1752229.00
Today I Found Out,122348.00
Battle Universe!,598726.00
Christen Dominique,317430.00
Makeupshayla,197950.00
RemyMaVEVO,9477.00
TroyeSivanVEVO,591351.00
Anwar Jibawi,1733567.00
U2VEVO,134003.00
1theK (원더케이),2827100.00
Jimmy Kimmel Live,599642.00
PhakeNam,18264.00
Anna Akana,108473.00
Laura Lee,441534.00
Late Night with Seth Meyers,53236.00
ASMR Darling,785084.00
bill wurtz,2297342.00
Sailor J,112969.00
Dave Lee,275653.00
Netflix,238333.00
jacksfilms,1298778.00
Atlantic Records,678096.00
Screen Junkies,2520002.00
E! Entertainment,445286.00
Australian Open TV,97518.00
Jackie Aina,1394907.00
INSIDER,29124.00
ESPN,242642.00
Movieclips Trailers,171676.00
Gus Johnson,213510.00
WIRED,20781.00
C-SPAN,292406.00
Andre Black Nerd,49596.00
STX Entertainment,27980.00
MSNBC,47433.00
Nerdwriter1,339776.00
Alissa Ashley,714960.00
NASA Goddard,12194.00
AsapSCIENCE,334301.00
Linus Tech Tips,203121.00
Brian Klug,41335.00
Tina Yong,255074.00
MLive,153535.00
Christine Sydelko,508868.00
heroedelahistoria,48682.00
NBA on TNT,918901.00
BBC News,379650.00
Physics Girl,98086.00
ColliderVideos,64116.00
Car Throttle,235077.00
Laura in the Kitchen,55695.00
BeckVEVO,328159.00
DamonAndJo,154033.00
Nicol Concilio,328690.00
SciShow,219895.00
TMZ,126930.00
Casey Holmes,245155.00
KIND Snacks,104084.00
Dani Ochoa,28080.00
Joan Kim,51388.00
Desi Perkins,501891.00
The Scran Line,44233.00
William Osman,367305.00
Tyler Stalman,55731.00
Rosanna Pansino,948452.00
FC Barcelona,349326.00
Smosh,1669721.00
TED-Ed,189806.00
Team Edge,970135.00
Highlight Heaven,2128979.00
NBA Stats All Seasons,134257.00
How To Cake It,599652.00
Inside Edition,159014.00
East Idaho News,58452.00
gamelovercommercials,22264.00
CBC News,575451.00
Slednecks,5817.00
Focus Features,11140.00
ViralHog,341197.00
Refinery29,20100.00
Man About Cake,157711.00
Ellie and Jared,166268.00
emmymadeinjapan,190364.00
Good Mythical Morning,820323.00
Life Noggin,1172371.00
Sara Dietschy,46271.00
MLG Highlights,171238.00
Google,76347.00
ConnorFranta,121560.00
YBF Chic,2101.00
danisnotinteresting,179972.00
TraceyThornVEVO,16772.00
BleachersVEVO,117399.00
Cat Man Chris,35390.00
TheSorryGirls,107649.00
COVERGIRL,11080.00
TheCubician,337592.00
National Geographic,33798.00
Vox,640350.00
New Orleans Saints on NOLA.com,564379.00
Redline Reviews,112191.00
Washington Post,10558.00
Saturday Night Live,4162540.00
See You Yang,221591.00
euronews (in English),1169850.00
Cut,202893.00
RM Videos,330958.00
Tom Scott,272141.00
SRAM MTB,53923.00
Hulu,5418167.00
Entertainment Weekly,3155.00
BBC Earth,570250.00
CBS Sunday Morning,690722.00
WHAT'S INSIDE? FAMILY,88487.00
Good Morning America,2516.00
SMTOWN,244823.00
Graham The Christian,2057906.00
Guardian News,443498.00
MrBeast,3383164.00
The Ohana Adventure,74296.00
Business InsiderAu,12872.00
Daniel Howell,1806817.00
Tasty,621925.00
Associated Press,810.00
Disney Movie Trailers,16017.00
BaconLegs,258986.00
Max Hertan,8130.00
Hannah Meloche,85933.00
TRYANGLE FILMS,9474940.00
Duncan Sinfield,279812.00
Viva La Dirt League,61750.00
Roadshow,54915.00
Ford Motor Company,101208.00
Kortney Steury,386487.00
Abroad in Japan,115611.00
PatrickStarrr,255964.00
NBC News,28071.00
Kandee Johnson,735708.00
BrasherN,2894540.00
Let Me Explain Studios,1776291.00
AutoGuide.com,61652.00
CNN,624237.00
Vet Ranch,430191.00
Marques Brownlee,1292218.00
HellthyJunkFood,354013.00
iJustine,292375.00
FacelesswithEyesOpen,2944.00
Tentmaker Pictures,2696.00
The Anna Edit,112510.00
iDB,4497.00
Jaclyn Hill,1099145.00
Lily Pebbles,91167.00
CrossKut316,114105.00
Dua Lipa,27335197.00
Must Love Science,6149.00
The King of Random,886348.00
Marvel Entertainment,1687203.00
The Official Pokémon YouTube Channel,1632401.00
Simply Nailogical,1678782.00
The Film Theorists,1680809.00
Lip Sync Battle,116364.00
NFVEVO,1029332.00
United Launch Alliance,102361.00
WXYZ-TV Detroit | Channel 7,215733.00
theCHIVE,707167.00
UFC - Ultimate Fighting Championship,304149.00
TinasheOfficialVEVO,929226.00
The Graham Norton Show,185870.00
The Slow Mo Guys,5779856.00
Paramount Network,545660.00
FallOutBoyVEVO,639064.00
Avocado,2735642.00
Jimmy Kimmel Live,442801.00
justintimberlakeVEVO,3934319.00
OlanRogers,76044.00
The Late Show with Stephen Colbert,305454.00
RemyMaVEVO,112698.00
Liza Koshy,4342140.00
First We Feast,863187.00
Wong Fu Productions,331267.00
Nintendo,7241896.00
FrenchMontanaVEVO,1465057.00
KeithUrbanVEVO,135841.00
Warner Bros. UK,423745.00
TheEllenShow,1662533.00
The Late Late Show with James Corden,183654.00
U2VEVO,296803.00
The Tonight Show Starring Jimmy Fallon,88425.00
Watch What Happens Live with Andy Cohen,189719.00
Mike Austin,5175765.00
CBS This Morning,173889.00
PhakeNam,83780.00
JennaMarbles,2538114.00
Refinery29,51934.00
FaZe Rug,1718705.00
Grace Helbig,150393.00
Today I Found Out,218516.00
Bon Appétit,216706.00
INSIDER,11758.00
ChainsmokersVEVO,5494881.00
Doug DeMuro,566579.00
BBC Radio 1,1007920.00
NBA,330303.00
Beats 1 Radio,60166.00
Maroon5VEVO,2759438.00
Battle Universe!,743499.00
Mr. Kate,420714.00
TroyeSivanVEVO,883032.00
FC Barcelona,281076.00
Anna Akana,159895.00
1theK (원더케이),4682187.00
Anwar Jibawi,1977122.00
Rita Ora,93854.00
Atlantic Records,977033.00
Business Insider,5371.00
Fueled By Ramen,35599.00
Late Night with Seth Meyers,67216.00
Australian Open TV,143583.00
ESPN,63846.00
Lisa Eldridge,227217.00
Sailor J,133271.00
Laura Lee,495592.00
ASMR Darling,924563.00
NASA Goddard,35234.00
WIRED,34230.00
Dave Lee,320799.00
LaToya Forever,38355.00
bill wurtz,2555862.00
Christen Dominique,413531.00
Andre Black Nerd,59254.00
Netflix,270402.00
STX Entertainment,42827.00
E! Entertainment,517454.00
Makeupshayla,261048.00
Jackie Aina,1802838.00
jacksfilms,1366339.00
Ranz Kyle,252464.00
Screen Junkies,2724158.00
ROME REPORTS in English,8128.00
Movieclips Trailers,249791.00
Gus Johnson,234449.00
C-SPAN,313410.00
Guardian News,41472.00
Nerdwriter1,370777.00
Alissa Ashley,796421.00
MSNBC,51404.00
Christine Sydelko,538639.00
Linus Tech Tips,229128.00
AsapSCIENCE,352697.00
Brian Klug,43905.00
Tina Yong,302257.00
MLive,160908.00
CBS News,1769.00
Physics Girl,117031.00
NBA on TNT,941635.00
BBC News,386398.00
Laura in the Kitchen,65634.00
heroedelahistoria,48859.00
BeckVEVO,372509.00
Car Throttle,255813.00
ColliderVideos,62989.00
DamonAndJo,168220.00
Nicol Concilio,359250.00
SciShow,235468.00
KIND Snacks,193188.00
TMZ,132389.00
Casey Holmes,257193.00
Dani Ochoa,29369.00
Tyler Stalman,86424.00
Desi Perkins,536494.00
Joan Kim,60820.00
The Scran Line,51546.00
William Osman,386454.00
Rosanna Pansino,1046120.00
Smosh,1737897.00
TED-Ed,218213.00
Team Edge,997552.00
NBA Stats All Seasons,157547.00
How To Cake It,651608.00
East Idaho News,74371.00
Inside Edition,164811.00
gamelovercommercials,22581.00
CBC News,597024.00
ViralHog,378035.00
Focus Features,12924.00
Man About Cake,172327.00
emmymadeinjapan,202575.00
Ellie and Jared,168640.00
Good Mythical Morning,844531.00
Life Noggin,1204876.00
Highlight Heaven,2152206.00
TraceyThornVEVO,20652.00
Business Insider UK,983.00
Penguin Books South Africa,2075.00
MLG Highlights,177822.00
Sara Dietschy,49525.00
Google,98149.00
danisnotinteresting,186239.00
ConnorFranta,127811.00
YBF Chic,2373.00
BleachersVEVO,132837.00
Cat Man Chris,38510.00
TheSorryGirls,115096.00
COVERGIRL,13240.00
Washington Post,10836.00
TheCubician,353173.00
Vox,648437.00
National Geographic,41610.00
RM Videos,31101.00
Redline Reviews,119938.00
New Orleans Saints on NOLA.com,575743.00
See You Yang,225827.00
euronews (in English),1171420.00
Saturday Night Live,4297582.00
Cut,207462.00
Disney Movie Trailers,17253.00
Tom Scott,276734.00
SRAM MTB,62081.00
Entertainment Weekly,3318.00
BBC Earth,574808.00
WHAT'S INSIDE? FAMILY,90475.00
SMTOWN,274393.00
Good Morning America,2917.00
CBS Sunday Morning,737222.00
Hulu,5436138.00
The Ohana Adventure,76279.00
MrBeast,3454646.00
Graham The Christian,2139663.00
Tasty,648890.00
Business InsiderAu,13332.00
Daniel Howell,1847676.00
Associated Press,820.00
Max Hertan,8715.00
BaconLegs,263061.00
Ford Motor Company,117973.00
Hannah Meloche,92301.00
TRYANGLE FILMS,10083696.00
Viva La Dirt League,64584.00
Duncan Sinfield,296315.00
Roadshow,56317.00
Abroad in Japan,119271.00
Kortney Steury,395883.00
PatrickStarrr,261872.00
NBC News,28271.00
TheOdd1sOut,3411062.00
Lucas the Spider,1193873.00
The Film Theorists,2816260.00
CollegeHumor,621108.00
Lip Sync Battle,508632.00
WXYZ-TV Detroit | Channel 7,558722.00
FBE,1251611.00
NFVEVO,1680172.00
United Launch Alliance,151379.00
The Graham Norton Show,692420.00
The Tonight Show Starring Jimmy Fallon,195867.00
UFC - Ultimate Fighting Championship,598035.00
Andrew Lowe,73104.00
theCHIVE,931720.00
TinasheOfficialVEVO,1489010.00
Jimmy Kimmel Live,803578.00
Paramount Network,798716.00
KeithUrbanVEVO,272636.00
FallOutBoyVEVO,994706.00
The Slow Mo Guys,7296078.00
OlanRogers,169188.00
Rooster Teeth,164333.00
Avocado,3509600.00
CNBC,59935.00
RemyMaVEVO,236521.00
justintimberlakeVEVO,5157580.00
Warner Bros. UK,612098.00
The Late Show with Stephen Colbert,364250.00
Wong Fu Productions,444189.00
Amber Scholl,207693.00
Paweł Zadrożniak,47749.00
ESPN,218191.00
The Late Late Show with James Corden,277306.00
Liza Koshy,4966145.00
First We Feast,962812.00
FrenchMontanaVEVO,2144697.00
jessiepaege,59265.00
U2VEVO,448807.00
Nintendo,8349078.00
PhakeNam,138703.00
Today I Found Out,328687.00
TheEllenShow,1901198.00
Fueled By Ramen,60698.00
Watch What Happens Live with Andy Cohen,254424.00
CBS This Morning,218660.00
Mike Austin,5382591.00
INSIDER,34947.00
NBA,399765.00
Grace Helbig,186110.00
NFL,133829.00
JennaMarbles,2803696.00
Washington Post,13044.00
FaZe Rug,1820406.00
Bon Appétit,249992.00
BBC Radio 1,1200717.00
Beats 1 Radio,86153.00
ChainsmokersVEVO,7755144.00
Doug DeMuro,606312.00
FC Barcelona,330764.00
Refinery29,88117.00
Maroon5VEVO,3567363.00
Saturday Night Live,23484.00
Rita Ora,162300.00
Mr. Kate,518484.00
Battle Universe!,837831.00
TroyeSivanVEVO,1057485.00
1theK (원더케이),5564420.00
Guardian News,51461.00
Anna Akana,174412.00
Atlantic Records,1262354.00
Anwar Jibawi,2149473.00
Business Insider,7829.00
Lisa Eldridge,261402.00
Late Night with Seth Meyers,71127.00
Australian Open TV,162679.00
Ranz Kyle,373932.00
Sailor J,143013.00
Laura Lee,532209.00
Aymeric Favard,16231.00
ASMR Darling,1060991.00
Marcos Horacio,13531.00
WIRED,41337.00
Christen Dominique,467085.00
bill wurtz,2808784.00
Dave Lee,340926.00
heroedelahistoria,49147.00
LaToya Forever,44754.00
Andre Black Nerd,66243.00
Jackie Aina,2119439.00
Makeupshayla,305940.00
E! Entertainment,568236.00
NASA Goddard,45571.00
Netflix,286074.00
STX Entertainment,47192.00
jacksfilms,1409053.00
Screen Junkies,2856192.00
Movieclips Trailers,296638.00
ROME REPORTS in English,10695.00
Gus Johnson,253631.00
C-SPAN,324043.00
MSNBC,54037.00
Nerdwriter1,395305.00
Alissa Ashley,854242.00
Christine Sydelko,556171.00
Linus Tech Tips,245123.00
AsapSCIENCE,365140.00
Tina Yong,329746.00
Brian Klug,47235.00
Joan Kim,66457.00
MLive,167454.00
CBS News,1985.00
Physics Girl,128457.00
NBA on TNT,956140.00
BBC News,390396.00
Laura in the Kitchen,76044.00
BeckVEVO,413632.00
Nicol Concilio,391596.00
DamonAndJo,177893.00
Car Throttle,267339.00
ColliderVideos,64140.00
Dani Ochoa,33618.00
SciShow,246393.00
KIND Snacks,303682.00
TMZ,134248.00
Casey Holmes,272324.00
Tyler Stalman,114401.00
Desi Perkins,567627.00
The Scran Line,58035.00
Rosanna Pansino,1153119.00
William Osman,399135.00
Smosh,1800983.00
TED-Ed,247935.00
NBA Stats All Seasons,170545.00
How To Cake It,711545.00
Focus Features,14697.00
Cat Man Chris,41553.00
Team Edge,1021889.00
East Idaho News,79597.00
Inside Edition,168138.00
gamelovercommercials,22707.00
CBC News,611888.00
YBF Chic,2514.00
Man About Cake,184258.00
Ellie and Jared,170269.00
ViralHog,402416.00
TraceyThornVEVO,25949.00
Sara Dietschy,51534.00
emmymadeinjapan,213097.00
Good Mythical Morning,863711.00
Highlight Heaven,2265942.00
Life Noggin,1235860.00
Business Insider UK,1073.00
Penguin Books South Africa,2234.00
MLG Highlights,180184.00
BleachersVEVO,146469.00
danisnotinteresting,191348.00
ConnorFranta,133246.00
TheSorryGirls,123372.00
COVERGIRL,15300.00
Google,113213.00
TheCubician,371531.00
Vox,655073.00
National Geographic,46119.00
RM Videos,34600.00
Redline Reviews,125806.00
New Orleans Saints on NOLA.com,584892.00
Cut,219805.00
See You Yang,227767.00
SRAM MTB,67726.00
Disney Movie Trailers,18006.00
euronews (in English),1173312.00
Tom Scott,280619.00
SMTOWN,302226.00
Entertainment Weekly,3442.00
WHAT'S INSIDE? FAMILY,92161.00
Good Morning America,4442.00
CBS Sunday Morning,777617.00
BBC Earth,579189.00
Hulu,5463288.00
The Ohana Adventure,78344.00
MrBeast,3525534.00
Graham The Christian,2242992.00
Daniel Howell,1885785.00
Associated Press,835.00
Business InsiderAu,13458.00
Jaiden Animations,1864342.00
Saturday Night Live,2167311.00
TheOdd1sOut,5686453.00
A Chick Called Albert,1481728.00
Lucas the Spider,2718728.00
Andrew Lowe,485514.00
NJ.com,72889.00
USA TODAY,57143.00
TroyeSivanVEVO,405956.00
ABC News,69948.00
MrTreknation,12769.00
CollegeHumor,1194912.00
Chris Smoove,268994.00
Warner Bros. Pictures,116913.00
Today I Found Out,518010.00
The Film Theorists,3309330.00
TNT,2085.00
FBE,1874710.00
Lip Sync Battle,732055.00
Boldly,6534482.00
Entertainment Tonight,94758.00
Simply Nailogical,1923322.00
CNN,247049.00
Watch What Happens Live with Andy Cohen,2055.00
Hydraulic Press Channel,262666.00
WXYZ-TV Detroit | Channel 7,687872.00
The Dodo,269388.00
Paweł Zadrożniak,165888.00
Sound Bites,13845.00
Primitive Technology,3702942.00
SciShow,241208.00
NFVEVO,2176746.00
jessiepaege,147454.00
The Tonight Show Starring Jimmy Fallon,333457.00
The Graham Norton Show,1049769.00
United Launch Alliance,168229.00
UFC - Ultimate Fighting Championship,639696.00
Washington Post,252623.00
CNBC,153884.00
theCHIVE,1065476.00
Ryan Davidson,62484.00
Corridor,414045.00
Brave Wilderness,1468309.00
Cole and Marmalade,231787.00
TinasheOfficialVEVO,2028730.00
Rooster Teeth,205936.00
Jimmy Kimmel Live,984181.00
HvdH-Plane-Spotter,4361881.00
KeithUrbanVEVO,374252.00
FallOutBoyVEVO,1251594.00
Paramount Network,916996.00
OlanRogers,210173.00
The Late Late Show with James Corden,334003.00
The Slow Mo Guys,8611250.00
RemyMaVEVO,319050.00
Amber Scholl,239195.00
justintimberlakeVEVO,6246329.00
Warner Bros. UK,732230.00
ESPN,284654.00
Wong Fu Productions,490114.00
The Late Show with Stephen Colbert,393737.00
FrenchMontanaVEVO,2756639.00
Liza Koshy,5288983.00
NFL,167556.00
First We Feast,1031332.00
Red Bull,48002.00
PhakeNam,154749.00
INSIDER,41412.00
U2VEVO,537580.00
Fueled By Ramen,77271.00
Nintendo,9092765.00
AaronsAnimals,215684.00
TheEllenShow,2074499.00
How Ridiculous,122629.00
CBS This Morning,236245.00
NBA,435018.00
Grace Helbig,201959.00
JennaMarbles,2921202.00
FaZe Rug,1880243.00
Beats 1 Radio,104367.00
ChainsmokersVEVO,10073675.00
BBC Radio 1,1294987.00
Bon Appétit,269035.00
Refinery29,113493.00
Rita Ora,226767.00
Doug DeMuro,631945.00
Maroon5VEVO,4275831.00
Mike Austin,5515044.00
FC Barcelona,343861.00
Mr. Kate,603873.00
jeremiah johnson,2860.00
Techmoan,116907.00
Battle Universe!,885947.00
Business Insider,8903.00
Guardian News,57138.00
1theK (원더케이),6226619.00
Atlantic Records,1533007.00
Anna Akana,182793.00
Aymeric Favard,17146.00
Anwar Jibawi,2250553.00
Life Noggin,233766.00
Lisa Eldridge,291349.00
Townsends,16617.00
Ranz Kyle,405755.00
Late Night with Seth Meyers,73727.00
Australian Open TV,170780.00
Laura Lee,567542.00
Sailor J,148804.00
Marcos Horacio,7114.00
Christen Dominique,497321.00
Dave Lee,354514.00
ASMR Darling,1223093.00
heroedelahistoria,49303.00
Jackie Aina,2368648.00
Makeupshayla,330570.00
NASA Goddard,50489.00
WIRED,53909.00
LaToya Forever,48875.00
Andre Black Nerd,69922.00
E! Entertainment,588513.00
STX Entertainment,49650.00
Netflix,298859.00
jacksfilms,1432742.00
Movieclips Trailers,322784.00
bill wurtz,3001349.00
Gus Johnson,268312.00
Screen Junkies,2942433.00
The Royal Family Channel,68457.00
Eric Strebel,3307.00
MSNBC,54667.00
Nerdwriter1,411603.00
C-SPAN,330496.00
Nicki Shields,32749.00
Alissa Ashley,886758.00
ROME REPORTS in English,11685.00
Linus Tech Tips,253798.00
Tina Yong,353247.00
Brian Klug,51138.00
Joan Kim,70175.00
AsapSCIENCE,372960.00
MLive,170325.00
CBS News,2084.00
Physics Girl,135056.00
Christine Sydelko,567869.00
BBC News,393010.00
Laura in the Kitchen,83503.00
Car Throttle,272698.00
BeckVEVO,454944.00
ColliderVideos,64929.00
DamonAndJo,185870.00
KIND Snacks,420892.00
Nicol Concilio,409123.00
TMZ,135619.00
Tyler Stalman,127508.00
NBA on TNT,963105.00
SBS TV동물농장x애니멀봐,94399.00
Dani Ochoa,36984.00
Rosanna Pansino,1219821.00
The Scran Line,61549.00
Casey Holmes,284040.00
Desi Perkins,594659.00
William Osman,405511.00
Smosh,1856537.00
TED-Ed,256900.00
Focus Features,15744.00
How To Cake It,759718.00
NBA Stats All Seasons,184348.00
Cat Man Chris,43171.00
Team Edge,1037921.00
gamelovercommercials,22768.00
Inside Edition,170637.00
East Idaho News,84534.00
YBF Chic,2598.00
Man About Cake,191712.00
ViralHog,433420.00
Ellie and Jared,171518.00
Sara Dietschy,53227.00
Good Mythical Morning,881729.00
TraceyThornVEVO,28638.00
emmymadeinjapan,221336.00
Highlight Heaven,2288090.00
CBC News,619478.00
Business Insider UK,1151.00
Penguin Books South Africa,2427.00
danisnotinteresting,195410.00
ConnorFranta,138539.00
BleachersVEVO,156494.00
LastWeekTonight,819737.00
NJ.com,619721.00
Jaiden Animations,2864243.00
NFL,1916632.00
Lip Sync Battle,157642.00
Vox,589982.00
sWooZie,1931851.00
Saturday Night Live,2948895.00
Candide Thovex,388810.00
Clevver News,203431.00
Jason Yu,296633.00
MrTreknation,144934.00
Life Noggin,314400.00
Washington Post,57143.00
Watch What Happens Live with Andy Cohen,85326.00
USA TODAY,165379.00
TNT,64142.00
TheOdd1sOut,6471531.00
Nerdist,72288.00
A Chick Called Albert,2532029.00
Funny News,339263.00
Andrew Lowe,706058.00
Lucas the Spider,3751723.00
ABC News,118025.00
Warner Bros. Pictures,403575.00
HellthyJunkFood,266028.00
Access,31669.00
Tom Scott,155861.00
TroyeSivanVEVO,541093.00
mmschocolate,4722.00
Chris Smoove,323315.00
E! News,5604.00
CollegeHumor,1390579.00
Apple,328612.00
End of Ze World,125897.00
Refinery29,18057.00
Sound Bites,49441.00
Entertainment Tonight,168254.00
Today I Found Out,796927.00
Ján Ilavský,650855.00
Sprinkleofglitter,773334.00
Ryan Davidson,131558.00
The Dodo,435947.00
Hydraulic Press Channel,345695.00
FBE,2417735.00
CNN,194877.00
The Film Theorists,3568125.00
Boldly,7099263.00
Paweł Zadrożniak,245332.00
Simply Nailogical,2057285.00
WXYZ-TV Detroit | Channel 7,736854.00
SciShow,294614.00
jessiepaege,185812.00
The Valleyfolk,167655.00
Primitive Technology,3927954.00
The Tonight Show Starring Jimmy Fallon,435210.00
NFVEVO,2581840.00
cineytele,173027.00
Laura Kampf,78499.00
Cole and Marmalade,442557.00
The Graham Norton Show,1281075.00
Corridor,548572.00
United Launch Alliance,171911.00
CNBC,172886.00
NBC News,43649.00
UFC - Ultimate Fighting Championship,650204.00
theCHIVE,1154248.00
Brave Wilderness,1563291.00
colourpopcosmetics,64817.00
TinasheOfficialVEVO,2520281.00
Rooster Teeth,224593.00
HvdH-Plane-Spotter,4822369.00
KeithUrbanVEVO,497371.00
FallOutBoyVEVO,1453586.00
Jimmy Kimmel Live,1178770.00
Paramount Network,966923.00
OlanRogers,223544.00
The Late Late Show with James Corden,364963.00
RemyMaVEVO,371331.00
The Slow Mo Guys,9820768.00
justintimberlakeVEVO,7277101.00
Amber Scholl,253313.00
ESPN,324898.00
Wong Fu Productions,510986.00
Warner Bros. UK,824813.00
The Late Show with Stephen Colbert,413549.00
FrenchMontanaVEVO,3351170.00
How Ridiculous,186034.00
First We Feast,1087184.00
Liza Koshy,5453735.00
Fueled By Ramen,90111.00
Red Bull,50479.00
INSIDER,46693.00
U2VEVO,600988.00
PhakeNam,155958.00
AaronsAnimals,246578.00
CBS News,3645.00
Nintendo,9585315.00
TheEllenShow,2278074.00
iotexpert,3221.00
NBA,472692.00
Grace Helbig,213073.00
CBS This Morning,244014.00
JennaMarbles,2999293.00
Rita Ora,295680.00
Beats 1 Radio,126610.00
jeremiah johnson,3215.00
Bon Appétit,280463.00
BBC Radio 1,1349559.00
Business Insider,9474.00
ChainsmokersVEVO,12155156.00
Doug DeMuro,650366.00
FC Barcelona,350116.00
Mike Austin,5595980.00
FaZe Rug,1918104.00
Aymeric Favard,17408.00
Mr. Kate,658667.00
Maroon5VEVO,4994006.00
Techmoan,125631.00
Guardian News,59707.00
Battle Universe!,923588.00
MLive,37190.00
Atlantic Records,1905405.00
1theK (원더케이),6865476.00
Anna Akana,188187.00
Anwar Jibawi,2365584.00
Lisa Eldridge,310797.00
Ranz Kyle,426791.00
Late Night with Seth Meyers,77002.00
Sailor J,155701.00
Townsends,17586.00
Marcos Horacio,7288.00
WIRED,76696.00
