channel_title,views
TheScriptVEVO,556726.00
PrettyMuchVEVO,245253.00
Tessa Violet,147850.00
The Official Pokémon YouTube Channel,102088.00
colinfurze,1355713.00
Half as Interesting,273893.00
First Aid Kit,19076.00
SamSmithWorldVEVO,5457845.00
Mark Rober,10241079.00
Alesso,1747740.00
SB Nation,99862.00
Numberphile,315161.00
Anna Akana,271180.00
WTHR,32221.00
shane,4516895.00
Kylie Cosmetics,1755442.00
Jeremy Jahns,552689.00
The University of Chicago,7689.00
CYNVEVO,128433.00
Corinne Leigh,482813.00
HollywoodLife,5264354.00
CaseyNeistat,1684548.00
Glam&Gore,606120.00
SciShow,452251.00
Bravo,52360.00
NBC News,14189.00
The Telegraph,882653.00
Beyond The Trailer,134522.00
TBS,1104595.00
PrincessPiaMiaVEVO,122462.00
cgriesemer,71696.00
Trailers Promos Teasers,197040.00
20th Century Fox,3015447.00
Millie T,359362.00
FIFATV,346113.00
Google,309741.00
Vote The Process,89002.00
BUILD Series,97882.00
RM Videos,41025.00
KaneBrownVEVO,938879.00
Gigi Gorgeous,778338.00
ViralHog,35235.00
One List - One Life,43012.00
E! Entertainment,933177.00
RackaRacka,1300011.00
HANSON,95486.00
Clevver News,373594.00
MOBO Awards,37022.00
Vogue,711576.00
QUARTZ,65821.00
Fleur DeForce,128997.00
Genius,131240.00
Munchies,931841.00
Madelaine Petsch,275230.00
Atlantic Records,736520.00
Complex,57465.00
USA TODAY,5019.00
DamonAndJo,135565.00
vlogbrothers,329129.00
AlmazanKitchen,150229.00
REACT,1584020.00
Tyler Oakley,399330.00
The White House,2304379.00
Omeleto,83301.00
YouTube Spotlight,24782158.00
The Film Theorists,1382057.00
Pokémon GO,660509.00
CinemaSins,2626520.00
The Tonight Show Starring Jimmy Fallon,1698230.00
Netflix,439207.00
William Osman,831235.00
You Suck At Cooking,586007.00
Screen Junkies,928644.00
LIL UZI VERT,3827461.00
The Late Show with Stephen Colbert,224782.00
5MadMovieMakers,3074711.00
Mental Floss,42378.00
Dude Perfect,9828746.00
LecraeVEVO,243909.00
Watch What Happens Live with Andy Cohen,99577.00
Jimmy Kimmel Live,187987.00
Grace Helbig,253926.00
MLG Highlights,644636.00
Tati,702349.00
Hannah Stocking,570995.00
Buttered Side Down,209123.00
CNN,96255.00
NFL,1188917.00
The Talk,38245.00
Tyler Oakley,190727.00
The Grand Tour,253907.00
TheEllenShow,295841.00
Late Night with Seth Meyers,30739.00
jacksfilms,1117573.00
The View,49071.00
Anna Akana,163769.00
Wendover Productions,533790.00
Universal Pictures,6133557.00
Variety,126172.00
The Voice,373695.00
WWE,1525550.00
TMZ,188537.00
SMTOWN,3629402.00
CBS Los Angeles,31711.00
Alan Walker,782877.00
Karina Garcia,1222389.00
ScreenJunkies News,41433.00
Breakfast Club Power 105.1 FM,617338.00
The School of Life,179854.00
ColliderVideos,52809.00
ABC News,50188.00
The New York Times,44955.00
Magnolia Pictures & Magnet Releasing,40826.00
jypentertainment,2270996.00
Mike Boyd,892181.00
Linkin Park,1388263.00
Good Mythical Morning,686367.00
FILMWEBTV,23433.00
KISS FM UK,48870.00
Tanya Burr,226221.00
Syracuse Orange,12994.00
NBA,36922.00
Vox,666861.00
Cracked,292528.00
BBC Earth,46624.00
The Dodo,889887.00
5-Minute Crafts,16127761.00
Life Noggin,282200.00
CrashCourse,41703.00
Bloomberg Politics,11053.00
Lifetime,37447.00
Victoria's Secret,346743.00
Josh Groban,79252.00
Gus Johnson,468146.00
GraceVanderWaalVEVO,1184825.00
CrazyRussianHacker,1228014.00
The X Factor UK,3457431.00
Saturday Night Live,4440269.00
IISuperwomanII,1015012.00
Tom Scott,235507.00
ConnorFranta,131978.00
Red Bull,41057.00
First We Feast,99432.00
Kayley Melissa,31200.00
Outback Steakhouse,9387.00
The King of Random,861030.00
Pac-12 Networks,33012.00
National Geographic,71333.00
Associated Press,11210.00
Hevesh5,2517178.00
HellthyJunkFood,188811.00
ESPN,66876.00
E! Live from the Red Carpet,7135.00
Jack and Dean,143434.00
FOX Sports,275666.00
Refinery29,15477.00
John Campea,73344.00
Wengie,2290485.00
Lele Pons,3754401.00
ThreadBanger,983780.00
European Space Agency- ESA,156101.00
BuzzFeedBlue,325488.00
Tom Daley,63895.00
GEazyMusicVEVO,12692634.00
The Food Ranger,521205.00
Tech Insider,205415.00
CollegeHumor,568166.00
RealLifeLore,662697.00
LadBaby Official,26422.00
郭韋辰,12594.00
Big Ten Network,86264.00
Doctor Mike,53486.00
Mr. Kate,607396.00
DemiLovatoVEVO,23445751.00
Máquina Voadora,207179.00
Good Morning America,8633.00
Be Amazed,78024.00
Clark Zhu,3888.00
Simply Nailogical,3151412.00
iJustine,194294.00
Vanity Fair,1583329.00
Lindsey Stirling,3890910.00
Fox News,1217.00
PBS NewsHour,22096.00
Saint Louis Chess Club,81532.00
Molly Burke,50124.00
communitychannel,317415.00
Shoshana Bean,519269.00
Shay Mitchell,3706524.00
Inside Edition,1059355.00
BuzzFeedVideo,1098772.00
SiaVEVO,1631480.00
Kandee Johnson,48991.00
Kita Osaka,5648.00
Ed Sheeran,32759801.00
5FDPVEVO,882050.00
ワーナー ブラザース 公式チャンネル,1457835.00
Martin Garrix,5494994.00
Billboard,4354512.00
Mike Diva,101772.00
Mnet K-POP,5733829.00
Open Road Films,3308190.00
Great Big Story,849814.00
Lucy Moon,71715.00
Car Commercials of the Past,4806.00
FBE,1142300.00
Arden Rose,74023.00
Marvel Entertainment,89930713.00
ChrisStapletonVEVO,242745.00
JamesAVEVO,1437447.00
This Morning,225741.00
How To Cook That,247139.00
JOLLY,296476.00
Xscape - Topic,41714.00
The Late Late Show with James Corden,4110136.00
neilyoungchannel,77518.00
Snapchat,3511909.00
Hunter Hayes,95044.00
LukeBryanVEVO,149801.00
TODAY,322802.00
Focus Features,1316254.00
Boldly,1375345.00
Sony Pictures Entertainment,1257362.00
Taylor Nicole Dean,697581.00
MickMake,3237.00
TheScriptVEVO,623149.00
Matthias,1381758.00
LissieVEVO,25145.00
SamSmithWorldVEVO,5966226.00
PrettyMuchVEVO,271277.00
The Official Pokémon YouTube Channel,104480.00
colinfurze,1389924.00
First Aid Kit,21513.00
Alesso,1960238.00
Tessa Violet,154250.00
shane,4605055.00
Mark Rober,10505035.00
Half as Interesting,277330.00
Kylie Cosmetics,1780726.00
CaseyNeistat,1705668.00
SB Nation,103478.00
WTHR,32307.00
The University of Chicago,7753.00
Numberphile,321277.00
Jeremy Jahns,559294.00
SciShow,462063.00
CYNVEVO,132580.00
Glam&Gore,633524.00
Corinne Leigh,487593.00
Bravo,53415.00
FIFATV,395473.00
NBC News,14276.00
The Telegraph,899565.00
Beyond The Trailer,136109.00
HollywoodLife,5545698.00
SigridVEVO,619936.00
cgriesemer,106731.00
BUILD Series,100235.00
Trailers Promos Teasers,198160.00
Millie T,374012.00
20th Century Fox,3064780.00
Google,317281.00
E! Entertainment,958901.00
Vote The Process,89311.00
First We Feast,1458368.00
YouTube Spotlight,52611730.00
ABC7,299090.00
CinemaSins,628082.00
Kurzgesagt – In a Nutshell,1006519.00
Full Frontal with Samantha Bee,272166.00
ExplosmEntertainment,1192992.00
The Tonight Show Starring Jimmy Fallon,595820.00
Simone Giertz,159194.00
Campo Santo Productions,35817.00
Vox,437979.00
Saturday Night Live,160142.00
CamilaCabelloVEVO,1796416.00
Pokémon GO,1074629.00
Boldly,387113.00
Vlogs By DK4L,316768.00
The Late Late Show with James Corden,342865.00
Kitchen Nightmares,1423146.00
TheEllenShow,106333.00
Jimmy Kimmel Live,385734.00
Netflix,734355.00
Laura in the Kitchen,38995.00
The Film Theorists,1773987.00
Late Night with Seth Meyers,83530.00
MoorInfo,90786.00
Zoella,338378.00
E! Entertainment,6181.00
Asthmatic Kitty Records,198436.00
Muselk,443919.00
Simply Not Logical,636501.00
Washington Post,32172.00
GohmertTX01,22283.00
MSNBC,141605.00
Pittsburgh Dad,186178.00
Mental Floss,70564.00
Watch What Happens Live with Andy Cohen,89627.00
The Late Show with Stephen Colbert,344358.00
Maddie Ziegler,314866.00
Hannah Stocking,892385.00
ESPN,233324.00
William Osman,973452.00
iJustine,126489.00
Inside Edition,357352.00
Jessica Kellgren-Fozard,13110.00
Honda,20188.00
The CW Television Network,61121.00
Screen Junkies,1032261.00
LIL UZI VERT,4851310.00
You Suck At Cooking,650901.00
Dude Perfect,10558591.00
Great Big Story,84056.00
Glam&Gore,279447.00
5MadMovieMakers,3710287.00
jessiepaege,57963.00
PsychoSoprano,226899.00
MLG Highlights,783921.00
Madelaine Petsch,207573.00
LecraeVEVO,328057.00
vlogbrothers,196881.00
Guardian News,169527.00
The Talk,50997.00
CBS Los Angeles,46993.00
Bon Appétit,29196.00
Beme News,60221.00
The Grand Tour,332943.00
Grace Helbig,282543.00
The Real Daytime,26864.00
The New York Times,4378.00
Alissa Ashley,38432.00
Buttered Side Down,258700.00
Tati,779056.00
CNN,105911.00
ABC News,113304.00
Tyler Oakley,219577.00
Wendover Productions,610602.00
Anna Akana,194107.00
NFL,1263292.00
Variety,158172.00
melodysheep,21953.00
Pixielocks,33565.00
jacksfilms,1158347.00
Karina Garcia,1447059.00
Magnolia Pictures & Magnet Releasing,67595.00
SMTOWN,4530965.00
Marteen Estevez,21437.00
The School of Life,215949.00
Universal Pictures,7080039.00
The Voice,404430.00
WWE,1720892.00
The View,51012.00
Alan Walker,922662.00
TMZ,193449.00
KISS FM UK,74936.00
Breakfast Club Power 105.1 FM,676991.00
jypentertainment,2786678.00
ScreenJunkies News,45600.00
Syracuse Orange,14929.00
ColliderVideos,56747.00
5-Minute Crafts,26221058.00
Lifetime,52377.00
Linkin Park,1644277.00
Mike Boyd,971851.00
ViralHog,163261.00
NBA,39775.00
Tanya Burr,254955.00
Associated Press,14073.00
Good Mythical Morning,726273.00
INSIDER,58106.00
Lucy Moon,23869.00
BBC Earth,53654.00
Cracked,314380.00
John Campea,41003.00
The Dodo,1014561.00
Life Noggin,295455.00
FILMWEBTV,79499.00
Bloomberg Politics,11378.00
Victoria's Secret,353682.00
GraceVanderWaalVEVO,1429554.00
Gus Johnson,475332.00
The X Factor UK,4094101.00
CrazyRussianHacker,1271943.00
Josh Groban,87724.00
IISuperwomanII,1154492.00
CrashCourse,43940.00
NWSSanDiego,4636.00
TV Promos,27402.00
ConnorFranta,139290.00
Kayley Melissa,33681.00
Tom Scott,242838.00
Red Bull,50941.00
E! Live from the Red Carpet,9282.00
Outback Steakhouse,9630.00
But First- Coffee,1485647.00
taalk com,1107.00
National Safety Council,1967.00
CaseyNeistat,1208352.00
Pac-12 Networks,34794.00
The King of Random,876140.00
FrownsUpsideDown,3644.00
National Geographic,72340.00
Clark Zhu,14651.00
Refinery29,16080.00
HellthyJunkFood,192764.00
HOTSPOTATL,2929.00
FOX Sports,278000.00
Hevesh5,2569653.00
Jack and Dean,149747.00
edlover4real,6172.00
Lele Pons,3969207.00
郭韋辰,14370.00
ThreadBanger,1012358.00
Tom Daley,66362.00
Wengie,2339107.00
BuzzFeedBlue,336701.00
GEazyMusicVEVO,14860998.00
Tech Insider,210490.00
Good Morning America,9803.00
Doctor Mike,58279.00
truTV,4232.00
CollegeHumor,582890.00
RealLifeLore,674356.00
Big Ten Network,87774.00
LadBaby Official,28869.00
The Food Ranger,554289.00
DemiLovatoVEVO,26144104.00
Máquina Voadora,238914.00
European Space Agency- ESA,159575.00
Be Amazed,79736.00
Mr. Kate,631310.00
Simply Nailogical,3336924.00
Lindsey Stirling,4355869.00
Fox News,1233.00
Vanity Fair,1666296.00
Saint Louis Chess Club,82160.00
Molly Burke,51141.00
PBS NewsHour,22186.00
Max Joseph,895352.00
Shoshana Bean,568142.00
SiaVEVO,1904633.00
communitychannel,331575.00
Shay Mitchell,3842533.00
BuzzFeedVideo,1122148.00
5FDPVEVO,1023627.00
Kandee Johnson,50053.00
Kita Osaka,5682.00
Ed Sheeran,36101955.00
Martin Garrix,6262956.00
ワーナー ブラザース 公式チャンネル,1516682.00
Billboard,4423680.00
Mike Diva,105681.00
Mnet K-POP,6041315.00
Open Road Films,3337072.00
Arden Rose,75279.00
Car Commercials of the Past,4842.00
JamesAVEVO,2213820.00
FBE,1152361.00
ChrisStapletonVEVO,271722.00
Marvel Entertainment,91933007.00
This Morning,229871.00
How To Cook That,251338.00
MigosVEVO,4514272.00
Universal Pictures,18184886.00
nigahiga,1236676.00
20th Century Fox,2841875.00
thegameawards,1287342.00
First We Feast,2537980.00
Matthias Wandel,389888.00
Late Night with Seth Meyers,1288731.00
Nintendo,1388707.00
The Late Late Show with James Corden,1560395.00
EminemVEVO,3969182.00
The Tonight Show Starring Jimmy Fallon,240430.00
ABC7,690451.00
Vox,534807.00
MoreZoella,533590.00
CinemaSins,890400.00
SamSmithWorldVEVO,749158.00
Jimmy Kimmel Live,283835.00
Kurzgesagt – In a Nutshell,1473350.00
TheEllenShow,297290.00
YouTube Spotlight,75969469.00
Simone Giertz,322714.00
The Late Show with Stephen Colbert,115949.00
ExplosmEntertainment,1644006.00
Jenny Nicholson,48436.00
LouisTomlinsonVEVO,985998.00
Saturday Night Live,368166.00
PLAYERUNKNOWN'S BATTLEGROUNDS,367796.00
LIVEKellyandRyan,11299.00
Björk,117391.00
Watch What Happens Live with Andy Cohen,13350.00
Full Frontal with Samantha Bee,402218.00
Marzia,118233.00
DanAndPhilGAMES,580796.00
Campo Santo Productions,238255.00
GohmertTX01,42292.00
CamilaCabelloVEVO,3029189.00
Boldly,640779.00
CNN,119646.00
Kitchen Nightmares,1800253.00
Vlogs By DK4L,397621.00
Pokémon GO,1392641.00
GEazyMusicVEVO,1006354.00
ELLE,541212.00
MoorInfo,157049.00
Whitney Avalon,15307.00
Manny Mua,871037.00
E! Entertainment,23481.00
leonalewis,119502.00
SiaVEVO,597878.00
Great Big Story,163473.00
JK Brickworks,39096.00
Zoella,593739.00
Netflix,847817.00
Honda,53978.00
How To Cake It,96250.00
The Film Theorists,1967515.00
Washington Post,16445.00
Asthmatic Kitty Records,265177.00
Tati,837252.00
Muselk,489858.00
Simply Not Logical,719667.00
Laura in the Kitchen,59236.00
The CW Television Network,76933.00
MSNBC,155631.00
Merrell Twins Live,50799.00
Mental Floss,79229.00
ESPN,266456.00
Pittsburgh Dad,204069.00
Refinery29,50538.00
iJustine,158459.00
Inside Edition,572554.00
Hannah Stocking,1033232.00
William Osman,1014674.00
greyson97,19561.00
The Sydney Morning Herald,2785.00
LiamPayneVEVO,243001.00
LIL UZI VERT,6276242.00
officialcharlixcx,68513.00
Jessica Kellgren-Fozard,22449.00
Screen Junkies,1111583.00
You Suck At Cooking,678699.00
Dude Perfect,11319116.00
MariahCareyVEVO,140332.00
TIME,78804.00
Glam&Gore,301637.00
5MadMovieMakers,4118055.00
PsychoSoprano,256279.00
MLG Highlights,896123.00
Madelaine Petsch,245367.00
Guardian News,263038.00
LecraeVEVO,388983.00
Maddie Ziegler,428100.00
vlogbrothers,208423.00
The New York Times,86049.00
Beme News,67293.00
The Talk,52615.00
CBS Los Angeles,50219.00
Bon Appétit,31387.00
SR Trailers and Interviews,9812.00
The Grand Tour,359325.00
Alissa Ashley,44490.00
Grace Helbig,301125.00
The Real Daytime,28598.00
ABC News,169986.00
Buttered Side Down,288060.00
Tyler Oakley,239335.00
Wendover Productions,650253.00
Anna Akana,205929.00
Variety,175682.00
jessiepaege,66541.00
NFL,1303307.00
melodysheep,28995.00
Pixielocks,36435.00
jacksfilms,1178175.00
Karina Garcia,1659070.00
SMTOWN,5225795.00
Magnolia Pictures & Magnet Releasing,80583.00
The School of Life,239312.00
Alan Walker,1106117.00
WWE,1852193.00
The View,51666.00
The Voice,425394.00
Tom Thum,18229.00
Marteen Estevez,30023.00
Linkin Park,1894240.00
TMZ,195402.00
Breakfast Club Power 105.1 FM,717034.00
Syracuse Orange,15564.00
ScreenJunkies News,47746.00
KISS FM UK,97039.00
NWSSanDiego,4903.00
VidCon,133433.00
ColliderVideos,58764.00
ViralHog,184352.00
Tanya Burr,276329.00
FILMWEBTV,218813.00
Lifetime,59134.00
NBA,41159.00
Mike Boyd,1077172.00
5-Minute Crafts,35696409.00
Good Mythical Morning,762375.00
Associated Press,15338.00
jypentertainment,3347735.00
INSIDER,64866.00
Lucy Moon,26953.00
Cracked,327296.00
Duan Mackenzie,60072.00
rollingstoneonline,41535.00
Life Noggin,303226.00
The Dodo,1130069.00
BBC Earth,57967.00
John Campea,41675.00
Bloomberg Politics,11515.00
GraceVanderWaalVEVO,1774195.00
Victoria's Secret,358985.00
IISuperwomanII,1276173.00
CrashCourse,45509.00
Josh Groban,94391.00
CrazyRussianHacker,1306977.00
Gus Johnson,481878.00
The X Factor UK,4695293.00
Kayley Melissa,35353.00
TV Promos,33235.00
ConnorFranta,145048.00
E! Live from the Red Carpet,10310.00
Red Bull,61752.00
Tom Scott,247208.00
National Safety Council,2373.00
But First- Coffee,2085189.00
Outback Steakhouse,9818.00
BBC News,172948.00
taalk com,1280.00
CaseyNeistat,1227610.00
Pac-12 Networks,35830.00
The King of Random,889057.00
FrownsUpsideDown,5295.00
National Geographic,73201.00
HOTSPOTATL,3116.00
Clark Zhu,15364.00
HellthyJunkFood,195501.00
Hevesh5,2662658.00
FOX Sports,280415.00
Jack and Dean,154997.00
Lele Pons,4184160.00
Tom Daley,67802.00
ThreadBanger,1027805.00
Good Morning America,10511.00
Wengie,2392206.00
BuzzFeedBlue,346931.00
Doctor Mike,62415.00
Tech Insider,218006.00
LadBaby Official,30075.00
CollegeHumor,591389.00
RealLifeLore,685944.00
DemiLovatoVEVO,28860037.00
The Food Ranger,583281.00
Big Ten Network,88857.00
CIRCUITBEARD,3114.00
Máquina Voadora,257584.00
FBE,2707816.00
MigosVEVO,8404844.00
Netflix,269145.00
Rosanna Pansino,838551.00
Universal Pictures,24853980.00
The Late Show with Stephen Colbert,425487.00
nigahiga,2090215.00
Awkward Puppets,257059.00
Matthias Wandel,1225596.00
20th Century Fox,4532571.00
The Tonight Show Starring Jimmy Fallon,154042.00
EminemVEVO,5448470.00
Saturday Night Live,9423.00
Desi Perkins,379810.00
BBC,84275.00
First We Feast,3090438.00
thegameawards,1386188.00
Late Night with Seth Meyers,1508280.00
The Late Late Show with James Corden,2210008.00
Nintendo,1645836.00
Vox,813511.00
Boldly,208227.00
MoreZoella,837698.00
BuzzFeedVideo,336546.00
James Charles,638911.00
ABC7,837657.00
SamSmithWorldVEVO,1146765.00
Jimmy Kimmel Live,434184.00
Björk,244129.00
LouisTomlinsonVEVO,1738805.00
Jenny Nicholson,92025.00
LIVEKellyandRyan,41553.00
TheEllenShow,479192.00
Marzia,216986.00
grav3yardgirl,130248.00
CinemaSins,965094.00
YouTube Spotlight,100911567.00
Watch What Happens Live with Andy Cohen,28937.00
Simone Giertz,407330.00
Kurzgesagt – In a Nutshell,1645296.00
Whitney Avalon,34476.00
ExplosmEntertainment,1981596.00
INSIDER,205650.00
NBA,90219.00
PLAYERUNKNOWN'S BATTLEGROUNDS,451967.00
GEazyMusicVEVO,1424905.00
CupcakeJemma,44618.00
The Unipiper,35372.00
Full Frontal with Samantha Bee,471503.00
DanAndPhilGAMES,645343.00
John Maclean,33074.00
Campo Santo Productions,305040.00
CamilaCabelloVEVO,3670790.00
Henry Prince Mak,35704.00
GohmertTX01,47960.00
CNN,183733.00
JK Brickworks,84503.00
Pokémon GO,1690498.00
Kitchen Nightmares,1954191.00
SiaVEVO,936896.00
Mr Ben Brown,28731.00
officialcharlixcx,126089.00
Vlogs By DK4L,450248.00
ELLE,709986.00
Zoella,697845.00
MoorInfo,175827.00
E! Entertainment,30840.00
leonalewis,178146.00
Manny Mua,952170.00
Great Big Story,202927.00
Honda,61876.00
Washington Post,36910.00
MariahCareyVEVO,290850.00
How To Cake It,109068.00
The Film Theorists,2117430.00
Asthmatic Kitty Records,302071.00
Tati,923614.00
Simply Not Logical,804970.00
Muselk,512792.00
Inside Edition,900354.00
Merrell Twins Live,58544.00
Refinery29,77538.00
LiamPayneVEVO,328611.00
The CW Television Network,84138.00
Laura in the Kitchen,65793.00
iJustine,182852.00
MSNBC,159919.00
Mental Floss,85078.00
ESPN,283360.00
Jessica Kellgren-Fozard,24719.00
Pittsburgh Dad,214449.00
Hannah Stocking,1142038.00
greyson97,33273.00
William Osman,1044442.00
The Sydney Morning Herald,3033.00
The New York Times,9566.00
Dude Perfect,12305961.00
Screen Junkies,1160779.00
You Suck At Cooking,703306.00
TIME,84195.00
Glam&Gore,314636.00
LIL UZI VERT,7968482.00
Guardian News,344792.00
PsychoSoprano,293270.00
Maddie Ziegler,528459.00
LecraeVEVO,453916.00
Madelaine Petsch,271534.00
SR Trailers and Interviews,14152.00
MLG Highlights,1024594.00
The Real Daytime,29615.00
vlogbrothers,216932.00
5MadMovieMakers,4554374.00
Marteen Estevez,38449.00
The Talk,53471.00
Beme News,70146.00
CBS Los Angeles,51736.00
Bon Appétit,32985.00
The Grand Tour,376580.00
Grace Helbig,315591.00
Alissa Ashley,48532.00
ABC News,198371.00
Buttered Side Down,316776.00
melodysheep,32401.00
Tyler Oakley,253812.00
Anna Akana,213629.00
Wendover Productions,678112.00
Variety,187594.00
jessiepaege,71103.00
NFL,1334688.00
ColliderVideos,6051.00
Pixielocks,38463.00
Michael Bublé,190152.00
Karina Garcia,1882258.00
SMTOWN,5793291.00
jacksfilms,1199560.00
Magnolia Pictures & Magnet Releasing,88917.00
The School of Life,258144.00
Alan Walker,1253987.00
WWE,1945844.00
The Voice,441981.00
The View,52156.00
Tom Thum,21933.00
TMZ,196958.00
VidCon,221436.00
FILMWEBTV,409225.00
ScreenJunkies News,49121.00
Linkin Park,2118778.00
Syracuse Orange,16113.00
KISS FM UK,121239.00
NWSSanDiego,5173.00
Breakfast Club Power 105.1 FM,741068.00
ViralHog,202969.00
Tanya Burr,292497.00
5-Minute Crafts,45407304.00
Lucy Moon,28758.00
Lifetime,63283.00
