channel_title	likes
Warner Bros. Pictures	122783
LOL Network	9557
ShawnMendesVEVO	24475
Bon Appétit	23143
Saturday Night Live	65649
miniminter	105849
NickiMinajAtVEVO	184818
LaurDIY	99613
Lucas the Spider	259723
Daddy Yankee	608746
SZAVEVO	205431
Dan And Shay	36183
FifthHarmonyVEVO	639620
AaronsAnimals	36600
BuzzFeed Celeb	629187
zefrank1	58038
Brad Mondo	46925
Call of Duty	350258
BackstreetBoysVEVO	418390
Binging with Babish	35109
SigridVEVO	63754
CalumScottVEVO	141889
Movieclips Trailers	56261
JennaMarbles	333326
You Suck At Cooking	34163
Paramount Pictures	173506
Dragonfoxgirl	335617
20th Century Fox	342334
jacksepticeye	54720
Laura Lee	38018
TaylorSwiftVEVO	117457
E! Entertainment	5664
Focus Features	35600
Complex	115533
grav3yardgirl	304874
TODAY	22576
Teen Vogue	62651
TheOdd2sOut	97708
Vox	23942
Linus Tech Tips	83911
Lucas and Marcus	152552
Rooster Teeth	25303
Strictly Dumpling	15132
MBCentertainment	53332
Kurzgesagt – In a Nutshell	239008
Kelly Clarkson	48720
nigahiga	546466
Charlie Puth	120118
Selena Gomez	875365
Michelle Khare	33816
johnmayerVEVO	76403
NikkieTutorials	157851
SamSmithWorldVEVO	351824
Bleacher Report	22542
CBC News	3678
davematthewsbandVEVO	5671
Cobra Kai	32224
Team Coco	64898
emmymadeinjapan	8715
TED	61441
EnriqueIglesiasVEVO	247098
David Dobrik	1366736
Warner Bros. Pictures	59942
America's Got Talent	25677
Bon Appétit	39036
Walt Disney Animation Studios	166165
Paramount Pictures	151348
SelenaGomezVEVO	649504
The Late Late Show with James Corden	424752
Dude Perfect	369425
The Late Show with Stephen Colbert	2710
Good Mythical Morning	38025
A&E	4943
Apple	74785
Amazon Studios	11713
The Game Theorists	179693
MeghanTrainorVEVO	85826
CNN	4884
TheEllenShow	6531
Jimmy Kimmel Live	4979
Britain's Got Talent	37452
ESPN	13696
bulletvalentineVEVO	26738
Mark Wiens	24800
HellthyJunkFood	17378
Sidemen	167701
Casey Holmes	18568
Tasty	176459
BuzzFeedVideo	81543
CrazyRussianHacker	31417
FaZe Rug	98686
radiodisney	197625
Kanye West - Topic	32211
Team Edge	29379
FBE	20563
Gorillaz	769666
devinsupertramp	15788
Jaclyn Hill	53730
Maroon5VEVO	2178332
ibighit	1758871
The 1975	119071
Safiya Nygaard	182164
Clean Bandit	263630
AsapSCIENCE	21551
Because Science	26312
keshaVEVO	68701
The View	8151
colinfurze	115190
MNEKVEVO	21185
Netflix	11430
KeithUrbanVEVO	9654
Smosh	80642
5SOSVEVO	50074
Physics Girl	35790
Gabbie Hanna	324525
The Daily Show with Trevor Noah	16129
Marshmello	197294
Simone Giertz	118851
GQ	32511
FoxStarHindi	740157
SciShow	13704
itsAlexClark	41090
Entertainment Tonight	4581
Erika Costell	169013
Skip and Shannon: UNDISPUTED	6016
weezer	101850
MaggieRogersVEVO	10260
Good Morning America	10168
As/Is	20393
Markiplier	112752
Screen Junkies	56949
James Charles	152957
DALLMYD	45501
JunsKitchen	184598
Kandee Johnson	66138
The Film Theorists	126444
Daily Dose Of Internet	61883
Bachelor Nation on ABC	1222
MatthewSantoro	17188
Simon's Cat	37969
FOX Soccer	8823
BANGTANTV	1109967
Eh Bee Family	25586
Disney Movie Trailers	155143
Matthias	71406
Brave Wilderness	62351
MLG Highlights	19445
Amber Scholl	57121
JelloApocalypse	71941
Philip DeFranco	143377
Jake Paul	89403
REACT	35357
DanTDM	39008
jacksfilms	54703
Tati	56774
The Graham Norton Show	13618
Late Night with Seth Meyers	5841
NickyJamTV	268627
Tia Mowry's Quick Fix	15928
John Mayer	159949
H O N N E	13941
AzealiaBanksVEVO	85042
The Sims	75722
ArianaGrandeVevo	132433
Domics	160966
Mr. Kate	69001
WIRED	95492
Lauv	38823
ZaynVEVO	603987
CAguileraVEVO	484457
DidYouKnowGaming?	7551
Panic! At The Disco	205505
BBCRadio1VEVO	26557
The Tonight Show Starring Jimmy Fallon	6308
camelsandfriends	29203
Bad Lip Reading	275866
The Voice	13699
PBS Eons	43238
KathleenLights	28010
Nat Geo WILD	17483
IFC Films	3573
American Idol	19451
Rudy Mancuso	192411
LOL Network	9665
ShawnMendesVEVO	24608
Saturday Night Live	65829
miniminter	106645
NickiMinajAtVEVO	185567
LaurDIY	100125
Lucas the Spider	261175
Daddy Yankee	612770
SZAVEVO	206387
Dan And Shay	37702
FifthHarmonyVEVO	646724
AaronsAnimals	37086
BuzzFeed Celeb	633030
zefrank1	58224
Brad Mondo	47133
Call of Duty	351260
BackstreetBoysVEVO	422404
Binging with Babish	35191
SigridVEVO	65624
CalumScottVEVO	143989
Movieclips Trailers	56703
JennaMarbles	333808
You Suck At Cooking	34299
Dragonfoxgirl	338420
20th Century Fox	343373
jacksepticeye	54840
Laura Lee	38114
E! Entertainment	5686
Focus Features	35661
Complex	115781
grav3yardgirl	305283
TODAY	22691
Teen Vogue	63449
TheOdd2sOut	98090
Vox	24124
Linus Tech Tips	84143
Lucas and Marcus	154861
Rooster Teeth	25351
MBCentertainment	53485
Kurzgesagt – In a Nutshell	239734
Kelly Clarkson	49043
nigahiga	548255
Charlie Puth	121094
Selena Gomez	895563
Michelle Khare	33999
johnmayerVEVO	77198
NikkieTutorials	158232
SamSmithWorldVEVO	355237
Bleacher Report	22587
CBC News	3711
Cobra Kai	32299
davematthewsbandVEVO	5736
Team Coco	66030
Sony Pictures Entertainment	223403
Gordon Ramsay	27394
CaseyNeistat	88892
Warner Bros. Pictures	27721
America's Got Talent	47370
TroyeSivanVEVO	140990
TheInternetVEVO	28087
David Dobrik	1535643
SelenaGomezVEVO	854238
Bon Appétit	56051
James Charles	187800
Paramount Pictures	179821
Walt Disney Animation Studios	183637
The Late Late Show with James Corden	487402
Dude Perfect	391221
The Late Show with Stephen Colbert	3188
A&E	5921
Good Mythical Morning	40106
Apple	76369
Amazon Studios	12800
The Game Theorists	185953
MeghanTrainorVEVO	93640
CNN	5372
TheEllenShow	7848
Casey Holmes	19493
Jimmy Kimmel Live	5341
Britain's Got Talent	41487
bulletvalentineVEVO	28638
ESPN	13847
Mark Wiens	25981
HellthyJunkFood	18408
Michelle Khare	14996
Sidemen	169580
Tasty	181845
BuzzFeedVideo	86642
CrazyRussianHacker	32115
radiodisney	200215
FaZe Rug	101234
Kanye West - Topic	33932
Team Edge	30114
FBE	20802
Gorillaz	800078
devinsupertramp	16941
Jaclyn Hill	54373
Maroon5VEVO	2280497
The 1975	122197
ibighit	1768292
Safiya Nygaard	183949
Clean Bandit	283391
AsapSCIENCE	21812
MNEKVEVO	23272
keshaVEVO	69924
colinfurze	125231
The View	8472
Netflix	11569
Because Science	27214
KeithUrbanVEVO	10374
5SOSVEVO	50734
Smosh	81384
Physics Girl	36145
Gabbie Hanna	330562
Marshmello	204856
The Daily Show with Trevor Noah	16202
Simone Giertz	119177
GQ	32865
FoxStarHindi	744304
SciShow	13792
itsAlexClark	41464
Entertainment Tonight	4593
Erika Costell	171349
Skip and Shannon: UNDISPUTED	6059
weezer	103272
MaggieRogersVEVO	10585
Good Morning America	10472
As/Is	20589
Markiplier	113483
Screen Junkies	57219
DALLMYD	45656
JunsKitchen	185553
Kandee Johnson	66303
The Film Theorists	126811
Daily Dose Of Internet	61993
Bachelor Nation on ABC	1232
MatthewSantoro	17273
Simon's Cat	38253
FOX Soccer	8837
BANGTANTV	1114601
Eh Bee Family	25725
Disney Movie Trailers	156923
Matthias	71861
Brave Wilderness	62621
Amber Scholl	57253
JelloApocalypse	72281
Philip DeFranco	143458
Jake Paul	89669
REACT	35484
DanTDM	39081
jacksfilms	55233
Tati	56953
The Graham Norton Show	13679
Late Night with Seth Meyers	5908
NickyJamTV	273344
Tia Mowry's Quick Fix	15994
John Mayer	162698
H O N N E	14086
AzealiaBanksVEVO	85732
The Sims	75901
ArianaGrandeVevo	133294
Domics	161214
Mr. Kate	69374
WIRED	97366
Lauv	39241
ZaynVEVO	608009
CAguileraVEVO	488836
Panic! At The Disco	207196
DidYouKnowGaming?	7584
BBCRadio1VEVO	26715
The Tonight Show Starring Jimmy Fallon	6358
camelsandfriends	29721
Bad Lip Reading	276375
The Voice	13732
PBS Eons	43575
Nat Geo WILD	17744
IFC Films	3615
American Idol	19502
Rudy Mancuso	192777
LOL Network	9726
ShawnMendesVEVO	24698
Saturday Night Live	65930
miniminter	106928
NickiMinajAtVEVO	185891
LaurDIY	100460
Lucas the Spider	261711
Daddy Yankee	614604
SZAVEVO	206922
Dan And Shay	38729
FifthHarmonyVEVO	650601
BuzzFeed Celeb	634626
AaronsAnimals	37256
zefrank1	58340
Brad Mondo	47248
Call of Duty	351719
BackstreetBoysVEVO	424886
Binging with Babish	35220
SigridVEVO	66475
CalumScottVEVO	145118
Movieclips Trailers	56885
JennaMarbles	334053
You Suck At Cooking	34340
Dragonfoxgirl	339623
20th Century Fox	343972
Laura Lee	38178
E! Entertainment	5694
Focus Features	35685
Complex	115917
grav3yardgirl	305555
TODAY	22717
Teen Vogue	63964
TheOdd2sOut	98262
Vox	24224
Linus Tech Tips	84234
Lucas and Marcus	156308
Rooster Teeth	25372
MBCentertainment	53572
Kurzgesagt – In a Nutshell	240066
Kelly Clarkson	49192
jacksepticeye	442802
nigahiga	549048
Charlie Puth	121749
Selena Gomez	904500
johnmayerVEVO	77543
NikkieTutorials	158418
SamSmithWorldVEVO	356934
Cobra Kai	32349
CBC News	3725
YouTube Spotlight	29781
Sony Pictures Entertainment	336017
LOL Network	12742
shgurr	46244
Tasty	27167
Gordon Ramsay	51543
CaseyNeistat	114272
The Late Late Show with James Corden	100090
Warner Bros. Pictures	41389
Epicurious	5845
Jimmy Kimmel Live	19617
TheInternetVEVO	46211
itsAlexClark	37639
TroyeSivanVEVO	192615
ESPN	7502
America's Got Talent	57762
David Dobrik	1757289
SelenaGomezVEVO	1007250
Bon Appétit	70831
James Charles	210208
Paramount Pictures	200316
Walt Disney Animation Studios	196684
Dude Perfect	407347
The Late Show with Stephen Colbert	3463
A&E	6591
Good Mythical Morning	41561
Apple	77421
Amazon Studios	13561
MeghanTrainorVEVO	100201
The Game Theorists	191175
CNN	5616
TheEllenShow	8930
Casey Holmes	20321
bulletvalentineVEVO	30611
Britain's Got Talent	47591
Michelle Khare	16686
Mark Wiens	27171
HellthyJunkFood	19178
Sidemen	170771
BuzzFeedVideo	92182
CrazyRussianHacker	32706
FaZe Rug	103488
Kanye West - Topic	35394
radiodisney	203363
Team Edge	30764
FBE	21110
Gorillaz	837310
devinsupertramp	18357
Maroon5VEVO	2392245
Jaclyn Hill	54949
The1975VEVO	125705
ibighit	1779202
Safiya Nygaard	186037
Clean Bandit	306794
MNEKVEVO	25581
AsapSCIENCE	22148
keshaVEVO	70980
colinfurze	142877
The View	8935
Netflix	11787
Because Science	27847
KeithUrbanVEVO	11039
5SOSVEVO	51432
Smosh	82269
Physics Girl	36514
Gabbie Hanna	337544
Marshmello	215271
The Daily Show with Trevor Noah	16277
Simone Giertz	119485
GQ	33129
FoxStarHindi	749197
SciShow	13892
Entertainment Tonight	4603
Erika Costell	174033
Skip and Shannon: UNDISPUTED	6108
weezer	104886
Good Morning America	10987
MaggieRogersVEVO	10969
As/Is	20796
Markiplier	114417
Screen Junkies	57541
DALLMYD	45870
JunsKitchen	186850
Kandee Johnson	66499
The Film Theorists	127260
Daily Dose Of Internet	62105
Bachelor Nation on ABC	1242
MatthewSantoro	17368
Simon's Cat	38575
FOX Soccer	8862
BANGTANTV	1119935
Eh Bee Family	25868
Disney Movie Trailers	159153
Matthias	72391
Brave Wilderness	62899
Amber Scholl	57366
JelloApocalypse	72681
Jake Paul	90038
REACT	35612
DanTDM	39204
jacksfilms	55515
Tati	57142
The Graham Norton Show	13740
Late Night with Seth Meyers	5977
NickyJamTV	279676
Tia Mowry's Quick Fix	16095
John Mayer	165991
H O N N E	14243
AzealiaBanksVEVO	86555
The Sims	76238
ArianaGrandeVevo	134645
Domics	161476
Mr. Kate	70095
WIRED	99520
Lauv	39725
ZaynVEVO	612771
CAguileraVEVO	493828
Panic! At The Disco	209383
DidYouKnowGaming?	7621
BBCRadio1VEVO	26950
The Tonight Show Starring Jimmy Fallon	6410
camelsandfriends	30298
Bad Lip Reading	276959
The Voice	13784
PBS Eons	43994
Nat Geo WILD	17976
IFC Films	3642
American Idol	19583
Rudy Mancuso	193832
ShawnMendesVEVO	24811
Saturday Night Live	66039
miniminter	107198
NickiMinajAtVEVO	186415
LaurDIY	100913
Lucas the Spider	262431
NBC Sports	2285
Daddy Yankee	617055
SZAVEVO	207630
Dan And Shay	39878
FifthHarmonyVEVO	655829
BuzzFeed Celeb	636330
AaronsAnimals	37422
zefrank1	58433
Brad Mondo	47356
Call of Duty	352461
BackstreetBoysVEVO	428418
Binging with Babish	35270
SigridVEVO	67692
CalumScottVEVO	146520
Movieclips Trailers	57151
JennaMarbles	335056
You Suck At Cooking	34399
Dragonfoxgirl	341756
20th Century Fox	344701
Laura Lee	38292
Focus Features	35722
Complex	116096
grav3yardgirl	305850
TODAY	22750
Teen Vogue	64445
TheOdd2sOut	98492
Vox	24369
Linus Tech Tips	84352
Lucas and Marcus	158478
Rooster Teeth	25384
Kurzgesagt – In a Nutshell	240560
Kelly Clarkson	49383
jacksepticeye	443487
nigahiga	550124
Charlie Puth	122438
Selena Gomez	914317
johnmayerVEVO	77927
NikkieTutorials	158678
SamSmithWorldVEVO	359012
Cobra Kai	32398
Universal Pictures	73765
Tasty	33160
NickyJamTV	187335
CNN	10892
DreamWorksTV	75328
YouTube Spotlight	43153
LOL Network	17114
Mike Shinoda	33802
Sony Pictures Entertainment	389819
shgurr	60972
Marshmello	82899
Vox	10910
TED-Ed	13435
Gordon Ramsay	66184
Tina Yong	23613
CaseyNeistat	122882
Jimmy Kimmel Live	32230
Warner Bros. Pictures	50214
Epicurious	8306
Netflix	4827
TheInternetVEVO	57487
itsAlexClark	42077
TroyeSivanVEVO	215158
America's Got Talent	63965
ESPN	7698
David Dobrik	1869491
SelenaGomezVEVO	1101522
Bon Appétit	79911
James Charles	220797
Paramount Pictures	211522
Walt Disney Animation Studios	204228
Dude Perfect	417671
The Late Show with Stephen Colbert	3591
A&E	7056
SabrinaCarpenterVEVO	49225
Good Mythical Morning	42577
Amazon Studios	14041
Apple	78053
MeghanTrainorVEVO	105018
The Game Theorists	194798
TheEllenShow	9395
bulletvalentineVEVO	32262
Casey Holmes	20903
Britain's Got Talent	50493
Michelle Khare	17944
HellthyJunkFood	19558
Mark Wiens	27984
Sidemen	171424
BuzzFeedVideo	95348
CrazyRussianHacker	33020
FaZe Rug	105665
Kanye West - Topic	36386
radiodisney	207122
Team Edge	31519
FBE	21304
Gorillaz	857706
devinsupertramp	19421
Maroon5VEVO	2488565
Jaclyn Hill	55309
The1975VEVO	128146
ibighit	1787814
Safiya Nygaard	187688
Clean Bandit	330463
MNEKVEVO	26977
AsapSCIENCE	22357
keshaVEVO	71845
colinfurze	151371
The View	9226
KeithUrbanVEVO	11715
Because Science	28325
5SOSVEVO	51944
Smosh	82905
Physics Girl	36771
Gabbie Hanna	343193
The Daily Show with Trevor Noah	16328
Simone Giertz	119773
GQ	33387
FoxStarHindi	752854
SciShow	13956
Entertainment Tonight	4610
Erika Costell	176412
Skip and Shannon: UNDISPUTED	6182
weezer	106598
MaggieRogersVEVO	11283
Good Morning America	11496
Markiplier	114982
As/Is	20957
Screen Junkies	57806
DALLMYD	46074
JunsKitchen	188249
Kandee Johnson	66718
The Film Theorists	128292
Daily Dose Of Internet	62244
Bachelor Nation on ABC	1250
MatthewSantoro	17485
Simon's Cat	38898
FOX Soccer	8875
BANGTANTV	1124627
Eh Bee Family	26023
Disney Movie Trailers	160778
Matthias	72887
Brave Wilderness	63235
Amber Scholl	57463
JelloApocalypse	73235
Jake Paul	90339
REACT	35919
DanTDM	39362
jacksfilms	55700
Tati	57287
Late Night with Seth Meyers	6032
The Graham Norton Show	13795
Tia Mowry's Quick Fix	16184
John Mayer	168869
H O N N E	14390
AzealiaBanksVEVO	87268
The Sims	76438
ArianaGrandeVevo	135718
Domics	161776
Mr. Kate	71268
WIRED	101088
Lauv	40093
CAguileraVEVO	498269
ZaynVEVO	616761
Panic! At The Disco	211896
DidYouKnowGaming?	7649
BBCRadio1VEVO	27182
The Tonight Show Starring Jimmy Fallon	6440
camelsandfriends	30766
Bad Lip Reading	277432
The Voice	13831
PBS Eons	44432
Nat Geo WILD	18241
American Idol	19636
Rudy Mancuso	194571
ShawnMendesVEVO	24901
Saturday Night Live	66130
miniminter	107372
NickiMinajAtVEVO	186872
LaurDIY	101339
Lucas the Spider	263150
NBC Sports	2296
Daddy Yankee	619436
SZAVEVO	208203
Dan And Shay	40835
FifthHarmonyVEVO	659969
BuzzFeed Celeb	637745
AaronsAnimals	37574
zefrank1	58597
Brad Mondo	47454
Call of Duty	353065
BackstreetBoysVEVO	432025
Binging with Babish	35306
SigridVEVO	69643
CalumScottVEVO	147575
Movieclips Trailers	57355
JennaMarbles	335636
You Suck At Cooking	34448
Dragonfoxgirl	344271
20th Century Fox	345343
Laura Lee	38381
Focus Features	35769
Complex	116260
grav3yardgirl	306037
TODAY	22768
Teen Vogue	64888
TheOdd2sOut	98759
Linus Tech Tips	84458
Lucas and Marcus	160160
Rooster Teeth	25397
Kurzgesagt – In a Nutshell	240989
Kelly Clarkson	49501
jacksepticeye	444203
nigahiga	551373
Charlie Puth	123054
Selena Gomez	922355
NBC Sports	4470
Anthem Game	32430
Universal Pictures	159080
Battlefield	135476
Ladylike	47103
EA SPORTS	7769
Refinery29	62208
CNN	24200
Jaiden Animations	307354
WOWPresents	7285
Maroon5VEVO	208213
BuzzFeedBlue	55028
Tasty	54669
NickyJamTV	369149
ESPN	9737
DreamWorksTV	93057
Will Smith	35342
British Vogue	59225
YouTube Spotlight	46556
Mike Shinoda	44413
Marshmello	99066
LOL Network	20558
Liza Koshy	242899
Sony Pictures Entertainment	426229
Josh Groban	6767
shgurr	72220
Vox	13749
TED-Ed	16720
Gordon Ramsay	82599
Jimmy Kimmel Live	40954
Tina Yong	71697
CaseyNeistat	130808
Netflix	9769
Warner Bros. Pictures	57817
TheInternetVEVO	71118
itsAlexClark	45155
TroyeSivanVEVO	236984
America's Got Talent	71392
Epicurious	10134
Bon Appétit	89889
SelenaGomezVEVO	1202474
David Dobrik	1967904
James Charles	230481
Paramount Pictures	221056
Walt Disney Animation Studios	211632
Dude Perfect	430074
The Late Show with Stephen Colbert	3755
SabrinaCarpenterVEVO	53214
A&E	7581
Good Mythical Morning	43556
Apple	78784
Amazon Studios	14577
The Game Theorists	200994
MeghanTrainorVEVO	111500
TheEllenShow	9720
bulletvalentineVEVO	34483
Casey Holmes	21632
Britain's Got Talent	52410
Michelle Khare	18704
HellthyJunkFood	20046
Mark Wiens	29253
Sidemen	172179
BuzzFeedVideo	98614
CrazyRussianHacker	33315
FaZe Rug	108388
Kanye West - Topic	37549
radiodisney	210771
Team Edge	32094
FBE	21542
Gorillaz	879815
devinsupertramp	20861
Jaclyn Hill	55783
The1975VEVO	133260
ibighit	1799861
Safiya Nygaard	189993
Clean Bandit	374443
MNEKVEVO	28522
AsapSCIENCE	22678
keshaVEVO	73146
colinfurze	159196
The View	9649
KeithUrbanVEVO	13059
Because Science	28861
5SOSVEVO	52572
Smosh	84075
Physics Girl	37199
Gabbie Hanna	351315
The Daily Show with Trevor Noah	16403
Simone Giertz	120207
GQ	33743
FoxStarHindi	761367
SciShow	14126
Entertainment Tonight	4614
Erika Costell	180006
Skip and Shannon: UNDISPUTED	6251
MaggieRogersVEVO	11726
weezer	109002
Good Morning America	12176
Markiplier	115948
As/Is	21274
Screen Junkies	58188
DALLMYD	46351
JunsKitchen	191117
Kandee Johnson	67210
The Film Theorists	129268
Daily Dose Of Internet	62467
Bachelor Nation on ABC	1256
MatthewSantoro	17673
Simon's Cat	39604
FOX Soccer	8899
BANGTANTV	1131462
Eh Bee Family	26238
Disney Movie Trailers	162751
Matthias	73719
Brave Wilderness	63786
Amber Scholl	57681
JelloApocalypse	73981
Jake Paul	90889
REACT	36342
DanTDM	39529
Tati	57577
jacksfilms	55996
Late Night with Seth Meyers	6122
The Graham Norton Show	13868
John Mayer	173447
H O N N E	14628
AzealiaBanksVEVO	88406
The Sims	76915
ArianaGrandeVevo	137733
Domics	162098
Panic! At The Disco	217946
Mr. Kate	73320
WIRED	102734
Lauv	40641
ZaynVEVO	623095
DidYouKnowGaming?	7711
CAguileraVEVO	506022
BBCRadio1VEVO	27661
The Tonight Show Starring Jimmy Fallon	6489
camelsandfriends	31594
Bad Lip Reading	278151
The Voice	13894
PBS Eons	45184
Nat Geo WILD	18990
American Idol	19712
Rudy Mancuso	195392
ShawnMendesVEVO	25025
Saturday Night Live	66248
NickiMinajAtVEVO	187627
miniminter	108234
LaurDIY	101597
Lucas the Spider	264233
Daddy Yankee	622991
SZAVEVO	209087
Dan And Shay	42090
FifthHarmonyVEVO	665972
BuzzFeed Celeb	640591
AaronsAnimals	37784
zefrank1	58806
Brad Mondo	47665
Call of Duty	354535
BackstreetBoysVEVO	436528
Binging with Babish	35379
SigridVEVO	74956
CalumScottVEVO	149441
Movieclips Trailers	57650
JennaMarbles	336600
You Suck At Cooking	34560
Dragonfoxgirl	348154
20th Century Fox	346313
Laura Lee	38581
Focus Features	35833
Complex	116581
grav3yardgirl	306382
Teen Vogue	65570
TODAY	22774
TheOdd2sOut	99390
Linus Tech Tips	84604
Lucas and Marcus	162696
Rooster Teeth	25424
NBC Sports	5758
Anthem Game	37927
LaurDIY	52938
Battlefield	143368
Universal Pictures	168716
Ladylike	52408
EA SPORTS	9818
Refinery29	81564
Tasty	35386
CNN	27916
Jaiden Animations	325638
WOWPresents	7844
Maroon5VEVO	216378
BuzzFeedBlue	57656
NickyJamTV	400867
ESPN	10083
Will Smith	37264
DreamWorksTV	95450
British Vogue	64960
YouTube Spotlight	47073
Mike Shinoda	45839
Marshmello	101670
Liza Koshy	253530
LOL Network	21306
Sony Pictures Entertainment	431582
shgurr	74118
Vox	14433
TED-Ed	17462
Gordon Ramsay	85141
Tina Yong	82177
Jimmy Kimmel Live	42151
CaseyNeistat	132011
Josh Groban	7297
Netflix	10461
Warner Bros. Pictures	58859
TheInternetVEVO	74853
TroyeSivanVEVO	241021
itsAlexClark	45833
Epicurious	10396
America's Got Talent	73610
Bon Appétit	91885
SelenaGomezVEVO	1217900
David Dobrik	1981942
James Charles	232218
Paramount Pictures	222572
Walt Disney Animation Studios	212985
Dude Perfect	431851
The Late Show with Stephen Colbert	3784
SabrinaCarpenterVEVO	53974
A&E	7688
Good Mythical Morning	43809
Apple	78890
Amazon Studios	14687
MeghanTrainorVEVO	112515
TheEllenShow	9773
bulletvalentineVEVO	34892
Casey Holmes	21861
Britain's Got Talent	52582
Michelle Khare	18769
HellthyJunkFood	20184
